Model,Device,Time_ms,Std
YOLO26n,GPU,10.470675569958985,0.3147461744470257
YOLO11n,GPU,9.409410335056236,0.5793479284596741
YOLO26n,CPU-ONNX,101.13630272997398,8.297923322102173
YOLO11n,CPU-ONNX,79.52581451003425,9.726074173855078
